# Timestamp: 2024-02-06 16:14:40.811080
# Target Ontology: http://www.ebi.ac.uk/efo/releases/v3.62.0/efo.owl
# text2term version: 4.1.3
# Minimum Score: 0.60
# Mapper: tfidf
# Base IRIs: "('http://www.ebi.ac.uk/efo/', 'http://purl.obolibrary.org/obo/MONDO', 'http://purl.obolibrary.org/obo/HP', 'http://www.orpha.net/ORDO', 'http://purl.obolibrary.org/obo/DOID')"
# Max Mappings: 1
# Term Type: OntologyTermType.CLASS
# Deprecated Terms Excluded
# Unmapped Terms Excluded
# Of 89981 entries, 46026 were mapped to 8252 unique terms
Source Term ID,Source Term,Mapped Term Label,Mapped Term CURIE,Mapped Term IRI,Mapping Score
GCST90247019,Calcineurin B homologous protein 3 levels,calcineurin B homologous protein 3 measurement,EFO:0802354,http://www.ebi.ac.uk/efo/EFO_0802354,0.898,None
GCST90247020,Chordin levels,chordin measurement,EFO:0802395,http://www.ebi.ac.uk/efo/EFO_0802395,0.684,None
GCST90247021,Calcium-regulated heat-stable protein 1 levels,calcium-regulated heat stable protein 1 measurement,EFO:0802358,http://www.ebi.ac.uk/efo/EFO_0802358,0.823,None
GCST90247022,Carbohydrate sulfotransferase 11 levels,carbohydrate sulfotransferase 11 measurement,EFO:0801448,http://www.ebi.ac.uk/efo/EFO_0801448,0.927,None
GCST90247023,Carbohydrate sulfotransferase 12 levels,carbohydrate sulfotransferase 1 measurement,EFO:0801447,http://www.ebi.ac.uk/efo/EFO_0801447,0.885,None
GCST90247024,Carbohydrate sulfotransferase 14 levels,carbohydrate sulfotransferase 14 measurement,EFO:0802366,http://www.ebi.ac.uk/efo/EFO_0802366,0.928,None
GCST90247025,Carbohydrate sulfotransferase 15 levels,carbohydrate sulfotransferase 15 measurement,EFO:0008066,http://www.ebi.ac.uk/efo/EFO_0008066,0.928,None
GCST90247026,Carbohydrate sulfotransferase 4 levels,carbohydrate sulfotransferase 1 measurement,EFO:0801447,http://www.ebi.ac.uk/efo/EFO_0801447,0.902,None
GCST90269916,Childhood median systolic blood pressure percentile,systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.664,None
GCST90269917,Childhood median systolic blood pressure percentile (0-3 years old),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.596,None
GCST90269918,Childhood median systolic blood pressure percentile (4-7 years old),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.592,None
GCST90269919,Childhood median systolic blood pressure percentile (8-12 years old),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.587,None
GCST90269920,Childhood median systolic blood pressure percentile (13-18 years old),systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.585,None
GCST90269921,Childhood median systolic blood pressure percentile,systolic blood pressure,EFO:0006335,http://www.ebi.ac.uk/efo/EFO_0006335,0.664,None
GCST90103792,Migraine (MTAG),migraine disorder,MONDO:0005277,http://purl.obolibrary.org/obo/MONDO_0005277,0.73,None
GCST90103794,Cervical artery dissection (MTAG),cervical artery dissection,MONDO:0006061,http://purl.obolibrary.org/obo/MONDO_0006061,0.848,None
GCST90269766,Migraine (MTAG),migraine disorder,MONDO:0005277,http://purl.obolibrary.org/obo/MONDO_0005277,0.73,None
GCST90103795,Small vessel stroke (MTAG),small vessel stroke,EFO:1001504,http://www.ebi.ac.uk/efo/EFO_1001504,0.84,None
GCST90103793,Migraine without aura (MTAG),migraine without aura,MONDO:0100431,http://purl.obolibrary.org/obo/MONDO_0100431,0.858,None
GCST90269767,Cervical artery dissection (MTAG),cervical artery dissection,MONDO:0006061,http://purl.obolibrary.org/obo/MONDO_0006061,0.848,None
GCST90103796,Large artery stroke (MTAG),large artery stroke,MONDO:0005490,http://purl.obolibrary.org/obo/MONDO_0005490,0.827,None
GCST90269768,Migraine (MTAG),migraine disorder,MONDO:0005277,http://purl.obolibrary.org/obo/MONDO_0005277,0.73,None
GCST90274714,Prostate cancer,prostate cancer,MONDO:0008315,http://purl.obolibrary.org/obo/MONDO_0008315,0.989,None
GCST90270123,Fasting proinsulin levels in prediabetes,proinsulin measurement,EFO:0010814,http://www.ebi.ac.uk/efo/EFO_0010814,0.557,None
GCST90270124,Fasting insulin levels in prediabetes,insulin-resistant diabetes mellitus,EFO:0010164,http://www.ebi.ac.uk/efo/EFO_0010164,0.573,None
GCST90270125,2-hour postprandial proinsulin levels in prediabetes,postprandial hyperlipidemia,EFO:0007632,http://www.ebi.ac.uk/efo/EFO_0007632,0.484,None
GCST90270126,2-hour postprandial insulin levels in prediabetes,postprandial hyperlipidemia,EFO:0007632,http://www.ebi.ac.uk/efo/EFO_0007632,0.511,None
GCST90255389,Early childhood caries,Global developmental delay,HP:0001263,http://purl.obolibrary.org/obo/HP_0001263,0.611,None
GCST90103973,Enamel hypoplasia,dental enamel hypoplasia,MONDO:0004038,http://purl.obolibrary.org/obo/MONDO_0004038,0.969,None
GCST90245880,Genetically independent pain phenotypes (GIP2),phenotype,EFO:0000651,http://www.ebi.ac.uk/efo/EFO_0000651,0.409,None
GCST90245881,Genetically independent pain phenotypes (GIP3),phenotype,EFO:0000651,http://www.ebi.ac.uk/efo/EFO_0000651,0.408,None
GCST90245882,Genetically independent pain phenotypes (GIP4),phenotype,EFO:0000651,http://www.ebi.ac.uk/efo/EFO_0000651,0.403,None
GCST90245883,Neck pain or shoulder pain,Shoulder pain,HP:0030834,http://purl.obolibrary.org/obo/HP_0030834,0.881,None
GCST90245884,Hip pain,Hip pain,HP:0030838,http://purl.obolibrary.org/obo/HP_0030838,0.995,None
GCST90245879,Genetically independent pain phenotypes (GIP1),phenotype,EFO:0000651,http://www.ebi.ac.uk/efo/EFO_0000651,0.413,None
GCST90255667,Asthma,Asthma,HP:0002099,http://purl.obolibrary.org/obo/HP_0002099,0.995,None
GCST90255668,Age of onset of adult onset asthma,adult onset asthma,EFO:1002011,http://www.ebi.ac.uk/efo/EFO_1002011,0.882,None
GCST90255669,Age of onset of childhood onset asthma,childhood onset asthma,MONDO:0005405,http://purl.obolibrary.org/obo/MONDO_0005405,0.884,None
GCST90244103,Hearing loss,hearing loss disorder,MONDO:0005365,http://purl.obolibrary.org/obo/MONDO_0005365,0.995,None
GCST90297844,Prurigo nodularis,prurigo nodularis,MONDO:0026045,http://purl.obolibrary.org/obo/MONDO_0026045,0.99,None
GCST90255357,Severe COVID-19 infection,Severe adenovirus infection,HP:0031694,http://purl.obolibrary.org/obo/HP_0031694,0.602,None
GCST90255358,Resistance to COVID-19 infection (Exposed negative vs positive),T-B+ severe combined immunodeficiency,MONDO:0044200,http://purl.obolibrary.org/obo/MONDO_0044200,0.416,None
GCST90256603,Alzheimer disease (MTAG),Alzheimer disease,MONDO:0004975,http://purl.obolibrary.org/obo/MONDO_0004975,0.822,None
GCST90256604,Parkinson disease (MTAG),Parkinson disease,MONDO:0005180,http://purl.obolibrary.org/obo/MONDO_0005180,0.804,None
GCST90267392,Colorectal cancer x smoking status interaction (1df),colorectal cancer,MONDO:0005575,http://purl.obolibrary.org/obo/MONDO_0005575,0.574,None
GCST90267393,Colorectal cancer x smoking status interaction (3df),colorectal cancer,MONDO:0005575,http://purl.obolibrary.org/obo/MONDO_0005575,0.567,None
GCST90267394,Colorectal cancer x cigarettes per day interaction (1df),cigarettes per day measurement,EFO:0006525,http://www.ebi.ac.uk/efo/EFO_0006525,0.605,None
GCST90267395,Colorectal cancer x cigarettes per day interaction (3df),cigarettes per day measurement,EFO:0006525,http://www.ebi.ac.uk/efo/EFO_0006525,0.598,None
GCST90267396,Colorectal cancer x pack-years of smoking interaction (1df),colorectal cancer,MONDO:0005575,http://purl.obolibrary.org/obo/MONDO_0005575,0.519,None
GCST90267397,Colorectal cancer x pack-years of smoking interaction (3df),colorectal cancer,MONDO:0005575,http://purl.obolibrary.org/obo/MONDO_0005575,0.514,None
GCST90271580,Primary sclerosing cholangitis (MTAG),sclerosing cholangitis,MONDO:0018646,http://purl.obolibrary.org/obo/MONDO_0018646,0.883,None
GCST90270077,Type 1 diabetes (age at diagnosis),type 1 diabetes mellitus,MONDO:0005147,http://purl.obolibrary.org/obo/MONDO_0005147,0.722,None
GCST90249791,Translationally-controlled tumor protein levels,translationally-controlled tumor protein measurement,EFO:0020784,http://www.ebi.ac.uk/efo/EFO_0020784,0.827,None
GCST90249792,Tumor necrosis factor receptor type 1-associated DEATH domain protein levels,TNF receptor 1-associated periodic fever syndrome,MONDO:0007727,http://purl.obolibrary.org/obo/MONDO_0007727,0.711,None
GCST90249793,Teratocarcinoma-derived growth factor 1 levels,teratocarcinoma,MONDO:0002599,http://purl.obolibrary.org/obo/MONDO_0002599,0.651,None
GCST90249794,Tectonic-2 levels,mastectomy,EFO:0020987,http://www.ebi.ac.uk/efo/EFO_0020987,0.394,None
GCST90249795,Transcription elongation factor A protein 1 levels,transcription factor RelB measurement,EFO:0802140,http://www.ebi.ac.uk/efo/EFO_0802140,0.576,None
GCST90249796,Transcription elongation factor A protein 2 levels,transcription factor RelB measurement,EFO:0802140,http://www.ebi.ac.uk/efo/EFO_0802140,0.575,None
GCST90247536,Protein FAM3B levels,protein FAM3B measurement,EFO:0021857,http://www.ebi.ac.uk/efo/EFO_0021857,0.868,None
GCST90249925,Transmembrane protease serine 6 levels,transmembrane protease serine 5 measurement,EFO:0803181,http://www.ebi.ac.uk/efo/EFO_0803181,0.871,None
GCST90249926,Transmembrane protein PVRIG levels,transmembrane protein PVRIG measurement,EFO:0803192,http://www.ebi.ac.uk/efo/EFO_0803192,0.924,None
GCST90249927,Transmembrane and ubiquitin-like domain-containing protein 2 levels,transmembrane and ubiquitin-like domain-containing protein 2 measurement,EFO:0803175,http://www.ebi.ac.uk/efo/EFO_0803175,0.847,None
GCST90249928,Thioredoxin-related transmembrane protein 2 levels,transmembrane protein 2 measurement,EFO:0802155,http://www.ebi.ac.uk/efo/EFO_0802155,0.62,None
GCST90249929,Protein disulfide-isomerase TMX3 levels,protein disulfide-isomerase measurement,EFO:0020669,http://www.ebi.ac.uk/efo/EFO_0020669,0.567,None
GCST90249930,Tumor necrosis factor levels,tumor necrosis factor-alpha,EFO:0003271,http://www.ebi.ac.uk/efo/EFO_0003271,0.676,None
GCST90249931,Tenomodulin levels,tenomodulin measurement,EFO:0803142,http://www.ebi.ac.uk/efo/EFO_0803142,0.797,None
GCST90249932,"Troponin I, fast skeletal muscle levels","troponin i, fast skeletal muscle measurement",EFO:0020789,http://www.ebi.ac.uk/efo/EFO_0020789,0.786,None
GCST90249933,"Troponin I, cardiac muscle levels",cardiac troponin I measurement,EFO:0010071,http://www.ebi.ac.uk/efo/EFO_0010071,0.684,None
GCST90249934,"Troponin T, fast skeletal muscle levels","troponin i, fast skeletal muscle measurement",EFO:0020789,http://www.ebi.ac.uk/efo/EFO_0020789,0.789,None
GCST90249935,Trinucleotide repeat-containing gene 6B protein levels,nucleotide measurement,EFO:0010513,http://www.ebi.ac.uk/efo/EFO_0010513,0.428,None
GCST90249936,TOM1-like protein 1 levels,TOM1-like protein 1 measurement,EFO:0802136,http://www.ebi.ac.uk/efo/EFO_0802136,0.648,None
GCST90249937,TOM1-like protein 2 levels,TOM1-like protein 1 measurement,EFO:0802136,http://www.ebi.ac.uk/efo/EFO_0802136,0.616,None
GCST90249938,TOMM20-like protein 1 levels,MM200,EFO:0022617,http://www.ebi.ac.uk/efo/EFO_0022617,0.433,None
GCST90249939,Torsin-1A-interacting protein 1 levels,torsin-1A-interacting protein 1 measurement,EFO:0802137,http://www.ebi.ac.uk/efo/EFO_0802137,0.605,None
GCST90249940,Torsin-4A levels,Triple A syndrome,ORPHANET.ORDO:869,http://www.orpha.net/ORDO/Orphanet_869,0.545,None
GCST90249941,TOX high mobility group box family member 3 levels,TOX high mobility group box family member 3 measurement,EFO:0803161,http://www.ebi.ac.uk/efo/EFO_0803161,0.947,None
GCST90249942,Thymidine phosphorylase levels,enrichment of phosphorylated protein,EFO:0010806,http://www.ebi.ac.uk/efo/EFO_0010806,0.605,None
GCST90249943,"Tryptophan 2,3-dioxygenase levels",tryptophan 5-monooxygenase deficiency,EFO:0022922,http://www.ebi.ac.uk/efo/EFO_0022922,0.615,None
GCST90249944,TP53-regulated inhibitor of apoptosis 1 levels,apoptosis regulator BCL-2 measurement,EFO:0020159,http://www.ebi.ac.uk/efo/EFO_0020159,0.458,None
GCST90249945,Tissue-type plasminogen activator levels,tissue-type plasminogen activator measurement,EFO:0020776,http://www.ebi.ac.uk/efo/EFO_0020776,0.774,None
GCST90249946,Thiopurine S-methyltransferase levels,thiopurine methyltransferase activity measurement,EFO:0007852,http://www.ebi.ac.uk/efo/EFO_0007852,0.836,None
GCST90249947,Thrombopoietin levels,thrombopoietin measurement,EFO:0022004,http://www.ebi.ac.uk/efo/EFO_0022004,0.859,None
GCST90249948,Thrombopoietin Receptor levels,thrombopoietin receptor measurement,EFO:0020769,http://www.ebi.ac.uk/efo/EFO_0020769,0.891,None
GCST90249949,Tripeptidyl-peptidase 1 levels,dipeptidyl peptidase 1 measurement,EFO:0020325,http://www.ebi.ac.uk/efo/EFO_0020325,0.844,None
GCST90249950,Trafficking protein particle complex subunit 3 levels,subcellular protein localization assay,EFO:0022949,http://www.ebi.ac.uk/efo/EFO_0022949,0.498,None
GCST90249951,Trafficking protein particle complex subunit 4 levels,subcellular protein localization assay,EFO:0022949,http://www.ebi.ac.uk/efo/EFO_0022949,0.496,None
GCST90249952,Trafficking protein particle complex subunit 5 levels,subcellular protein localization assay,EFO:0022949,http://www.ebi.ac.uk/efo/EFO_0022949,0.496,None
GCST90249953,Tubulin polymerization-promoting protein family member 2 levels,tubulin polymerization-promoting protein family member 2 measurement,EFO:0802164,http://www.ebi.ac.uk/efo/EFO_0802164,0.893,None
GCST90249954,EKC/KEOPS complex subunit TPRKB levels,"cardiomyopathy, dilated, with wooly hair, keratoderma, and tooth agenesis",MONDO:0014355,http://purl.obolibrary.org/obo/MONDO_0014355,0.447,None
GCST90249955,Tryptase beta-2 levels,tryptase beta-2 measurement,EFO:0008306,http://www.ebi.ac.uk/efo/EFO_0008306,0.701,None
GCST90249956,Tapasin levels,tapasin measurement,EFO:0802118,http://www.ebi.ac.uk/efo/EFO_0802118,0.765,None
GCST90249957,Tapasin-related protein levels,tapasin-related protein measurement,EFO:0802119,http://www.ebi.ac.uk/efo/EFO_0802119,0.767,None
GCST90249958,"Tryptophan--tRNA ligase, cytoplasmic levels",tryptophan measurement,EFO:0008534,http://www.ebi.ac.uk/efo/EFO_0008534,0.553,None
GCST90249959,Transaldolase levels,transaldolase deficiency,MONDO:0011624,http://purl.obolibrary.org/obo/MONDO_0011624,0.818,None
GCST90249960,TNF receptor-associated factor 1 levels,TNF receptor-associated factor 4 measurement,EFO:0803158,http://www.ebi.ac.uk/efo/EFO_0803158,0.798,None
GCST90249961,TNF receptor-associated factor 4 levels,TNF receptor-associated factor 4 measurement,EFO:0803158,http://www.ebi.ac.uk/efo/EFO_0803158,0.823,None
GCST90249962,TRAF family member-associated NF-kappa-B activator levels,linker for activation of T-cells family member 1 measurement,EFO:0802709,http://www.ebi.ac.uk/efo/EFO_0802709,0.384,None
GCST90249963,T-cell receptor-associated transmembrane adapter 1 levels,t-cell receptor-associated transmembrane adapter 1 measurement,EFO:0803131,http://www.ebi.ac.uk/efo/EFO_0803131,0.814,None
GCST90249964,Tartrate-resistant acid phosphatase type 5 levels,tartrate-resistant acid phosphatase type 5 measurement,EFO:0020763,http://www.ebi.ac.uk/efo/EFO_0020763,0.838,None
GCST90249965,Transcription regulator protein BACH1 levels,transcription regulator protein BACH1 measurement,EFO:0802141,http://www.ebi.ac.uk/efo/EFO_0802141,0.924,None
GCST90249966,Transcription regulator protein BACH2 levels,transcription regulator protein BACH2 measurement,EFO:0803164,http://www.ebi.ac.uk/efo/EFO_0803164,0.925,None
GCST90249967,Transcobalamin-1 levels,Transcobalamin deficiency,ORPHANET.ORDO:859,http://www.orpha.net/ORDO/Orphanet_859,0.823,None
GCST90267629,Endoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer,estrogen-receptor positive breast cancer,MONDO:0006512,http://purl.obolibrary.org/obo/MONDO_0006512,0.474,None
GCST90267630,(Z)-4-hydroxytamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer,estrogen-receptor positive breast cancer,MONDO:0006512,http://purl.obolibrary.org/obo/MONDO_0006512,0.41,None
GCST90267631,N-desmethyl tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer,estrogen-receptor positive breast cancer,MONDO:0006512,http://purl.obolibrary.org/obo/MONDO_0006512,0.409,None
GCST90267632,Tamoxifen levels in tamoxifen-treated hormone-receptor-positive breast cancer,estrogen-receptor positive breast cancer,MONDO:0006512,http://purl.obolibrary.org/obo/MONDO_0006512,0.431,None
GCST90267634,(Z)-4-hydroxytamoxifen to tamoxifen ratio in tamoxifen-treated hormone-receptor-positive breast cancer,estrogen-receptor positive breast cancer,MONDO:0006512,http://purl.obolibrary.org/obo/MONDO_0006512,0.319,None
GCST90267633,Endoxifen to N-desmethyl tamoxifen ratio  in tamoxifen-treated hormone-receptor-positive breast cancer,estrogen-receptor positive breast cancer,MONDO:0006512,http://purl.obolibrary.org/obo/MONDO_0006512,0.346,None
GCST90179179,Spontaneous preterm birth (maternal effect),spontaneous preterm birth,EFO:0006917,http://www.ebi.ac.uk/efo/EFO_0006917,0.79,None
GCST90249836,Tumor necrosis factor receptor superfamily member 18 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.899,None
GCST90249837,Tumor necrosis factor receptor superfamily member 19 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.891,None
GCST90249838,Tumor necrosis factor receptor superfamily member 19L levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.836,None
GCST90249839,Tumor necrosis factor receptor superfamily member 1A levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.874,None
GCST90249840,Tumor necrosis factor receptor superfamily member 1B levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.87,None
GCST90249841,Tumor necrosis factor receptor superfamily member 21 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.89,None
GCST90249842,Tumor necrosis factor receptor superfamily member 27 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.885,None
GCST90249843,Tumor necrosis factor receptor superfamily member 3 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.908,None
GCST90249844,Tumor necrosis factor receptor superfamily member 4 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.906,None
GCST90249845,Tumor necrosis factor receptor superfamily member 6 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.929,None
GCST90249846,Tumor necrosis factor receptor superfamily member 6B levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.855,None
GCST90249847,Tumor necrosis factor receptor superfamily member 8 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.902,None
GCST90249848,Tumor necrosis factor receptor superfamily member 9 levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.902,None
GCST90249849,Tumor necrosis factor receptor superfamily member EDAR levels,tumor necrosis factor receptor superfamily member 6 measurement,EFO:0010610,http://www.ebi.ac.uk/efo/EFO_0010610,0.849,None
GCST90249850,Transcription factor SOX-2 levels,transcription factor RelB measurement,EFO:0802140,http://www.ebi.ac.uk/efo/EFO_0802140,0.636,None
GCST90249851,Transcription factor TFIIIB component B homolog levels,transcription factor TFIIIB component B'' homolog measurement,EFO:0803163,http://www.ebi.ac.uk/efo/EFO_0803163,0.851,None
GCST90249852,Transforming growth factor beta-2 levels,latent-transforming growth factor beta-binding protein 4 measurement,EFO:0021940,http://www.ebi.ac.uk/efo/EFO_0021940,0.651,None
